GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,UR,PCI,PUMA5A,GEOID,BTTRA,BTBGA,NAME_E,ALT1E001,ALT1E002,ALT1E003,NAME_M,ALT1M001,ALT1M002,ALT1M003
G0500050,2015-2019,AR,,,Arkansas,5,Baxter County,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05005,,,"Baxter County, Arkansas",52.2,50.4,53.6,"Baxter County, Arkansas",0.3,0.4,0.4
G0500070,2015-2019,AR,,,Arkansas,5,Benton County,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05007,,,"Benton County, Arkansas",35.4,34.6,36.1,"Benton County, Arkansas",0.1,0.2,0.2
G0500090,2015-2019,AR,,,Arkansas,5,Boone County,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05009,,,"Boone County, Arkansas",42.3,39.5,43.9,"Boone County, Arkansas",0.8,0.9,0.5
G0500110,2015-2019,AR,,,Arkansas,5,Bradley County,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05011,,,"Bradley County, Arkansas",40.6,39,41.5,"Bradley County, Arkansas",0.8,2.4,1.3
G0500130,2015-2019,AR,,,Arkansas,5,Calhoun County,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05013,,,"Calhoun County, Arkansas",44.5,45,44.2,"Calhoun County, Arkansas",2.1,3.7,3.1
G0500150,2015-2019,AR,,,Arkansas,5,Carroll County,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05015,,,"Carroll County, Arkansas",45,44.1,45.8,"Carroll County, Arkansas",0.4,0.7,0.7
G0500170,2015-2019,AR,,,Arkansas,5,Chicot County,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05017,,,"Chicot County, Arkansas",43.3,39.4,45.7,"Chicot County, Arkansas",0.6,3.5,0.8
G0500190,2015-2019,AR,,,Arkansas,5,Clark County,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05019,,,"Clark County, Arkansas",33.7,31.5,35.2,"Clark County, Arkansas",0.6,1,0.4
G0500210,2015-2019,AR,,,Arkansas,5,Clay County,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05021,,,"Clay County, Arkansas",42.8,41.8,45,"Clay County, Arkansas",0.4,0.9,0.5
G0500230,2015-2019,AR,,,Arkansas,5,Cleburne County,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05023,,,"Cleburne County, Arkansas",49.4,47.7,51.1,"Cleburne County, Arkansas",0.2,1,0.5
G0500250,2015-2019,AR,,,Arkansas,5,Cleveland County,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05025,,,"Cleveland County, Arkansas",42.9,42.9,42.9,"Cleveland County, Arkansas",0.8,1.5,0.9
G0500270,2015-2019,AR,,,Arkansas,5,Columbia County,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05027,,,"Columbia County, Arkansas",35.7,33,36.8,"Columbia County, Arkansas",0.5,1.1,0.7
G0500290,2015-2019,AR,,,Arkansas,5,Conway County,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05029,,,"Conway County, Arkansas",42.5,40.7,43.5,"Conway County, Arkansas",0.7,1.2,0.6
G0500310,2015-2019,AR,,,Arkansas,5,Craighead County,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05031,,,"Craighead County, Arkansas",34.2,32.7,35.8,"Craighead County, Arkansas",0.2,0.4,0.3
G0500330,2015-2019,AR,,,Arkansas,5,Crawford County,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05033,,,"Crawford County, Arkansas",38.6,38,39.3,"Crawford County, Arkansas",0.6,0.6,0.7
G0500350,2015-2019,AR,,,Arkansas,5,Crittenden County,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05035,,,"Crittenden County, Arkansas",35.2,33.3,36.3,"Crittenden County, Arkansas",0.1,0.7,0.5
G0500370,2015-2019,AR,,,Arkansas,5,Cross County,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05037,,,"Cross County, Arkansas",40.9,40.1,42.7,"Cross County, Arkansas",0.8,0.9,1.1
G0500390,2015-2019,AR,,,Arkansas,5,Dallas County,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05039,,,"Dallas County, Arkansas",43.9,41.2,47.2,"Dallas County, Arkansas",2.2,3.1,3.3
G0500410,2015-2019,AR,,,Arkansas,5,Desha County,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05041,,,"Desha County, Arkansas",40.1,37.6,41.3,"Desha County, Arkansas",2.3,3.2,1.8
G0500430,2015-2019,AR,,,Arkansas,5,Drew County,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05043,,,"Drew County, Arkansas",37.4,34.4,40.1,"Drew County, Arkansas",0.8,0.7,0.9
G0500450,2015-2019,AR,,,Arkansas,5,Faulkner County,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05045,,,"Faulkner County, Arkansas",32.8,32,33.8,"Faulkner County, Arkansas",0.3,0.4,0.4
G0500470,2015-2019,AR,,,Arkansas,5,Franklin County,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05047,,,"Franklin County, Arkansas",41.2,39.9,41.9,"Franklin County, Arkansas",0.9,1.4,1.9
G0500490,2015-2019,AR,,,Arkansas,5,Fulton County,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05049,,,"Fulton County, Arkansas",48.4,46.9,49.7,"Fulton County, Arkansas",0.7,1.1,0.5
G0500510,2015-2019,AR,,,Arkansas,5,Garland County,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05051,,,"Garland County, Arkansas",45,43.6,46.4,"Garland County, Arkansas",0.2,0.5,0.5
G0500530,2015-2019,AR,,,Arkansas,5,Grant County,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05053,,,"Grant County, Arkansas",41,39.5,42.1,"Grant County, Arkansas",0.8,0.8,2.3
G0500550,2015-2019,AR,,,Arkansas,5,Greene County,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05055,,,"Greene County, Arkansas",38,37.2,38.6,"Greene County, Arkansas",0.6,0.7,0.6
G0500570,2015-2019,AR,,,Arkansas,5,Hempstead County,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05057,,,"Hempstead County, Arkansas",40.4,40.2,40.6,"Hempstead County, Arkansas",1.1,1.5,1.7
G0500590,2015-2019,AR,,,Arkansas,5,Hot Spring County,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05059,,,"Hot Spring County, Arkansas",41.3,39.5,43.6,"Hot Spring County, Arkansas",0.9,0.7,1
G0500610,2015-2019,AR,,,Arkansas,5,Howard County,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05061,,,"Howard County, Arkansas",39.2,38.9,39.3,"Howard County, Arkansas",0.8,2,0.6
G0500630,2015-2019,AR,,,Arkansas,5,Independence County,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05063,,,"Independence County, Arkansas",39.3,37.4,41.5,"Independence County, Arkansas",0.9,0.6,1
G0500650,2015-2019,AR,,,Arkansas,5,Izard County,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05065,,,"Izard County, Arkansas",47.9,47.2,50.3,"Izard County, Arkansas",0.6,0.8,0.7
G0500670,2015-2019,AR,,,Arkansas,5,Jackson County,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05067,,,"Jackson County, Arkansas",39.7,38.5,41.2,"Jackson County, Arkansas",0.6,1.6,1.3
G0500690,2015-2019,AR,,,Arkansas,5,Jefferson County,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05069,,,"Jefferson County, Arkansas",38.7,37,40.7,"Jefferson County, Arkansas",0.5,0.4,0.5
G0500710,2015-2019,AR,,,Arkansas,5,Johnson County,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05071,,,"Johnson County, Arkansas",38.4,38,38.7,"Johnson County, Arkansas",0.9,1.4,0.9
G0500730,2015-2019,AR,,,Arkansas,5,Lafayette County,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05073,,,"Lafayette County, Arkansas",47,43.4,50.3,"Lafayette County, Arkansas",0.7,1.9,0.5
G0500750,2015-2019,AR,,,Arkansas,5,Lawrence County,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05075,,,"Lawrence County, Arkansas",40.8,38.5,43,"Lawrence County, Arkansas",0.6,1.5,0.6
G0500770,2015-2019,AR,,,Arkansas,5,Lee County,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05077,,,"Lee County, Arkansas",42.5,39.1,47.6,"Lee County, Arkansas",0.8,1.5,1.7
G0500790,2015-2019,AR,,,Arkansas,5,Lincoln County,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05079,,,"Lincoln County, Arkansas",39,37.4,46.8,"Lincoln County, Arkansas",1.1,1.1,1.2
G0500810,2015-2019,AR,,,Arkansas,5,Little River County,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05081,,,"Little River County, Arkansas",42.9,41.8,43.9,"Little River County, Arkansas",0.7,1.3,0.9
G0500830,2015-2019,AR,,,Arkansas,5,Logan County,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05083,,,"Logan County, Arkansas",42,41.1,43.5,"Logan County, Arkansas",0.7,0.6,1.7
G0500850,2015-2019,AR,,,Arkansas,5,Lonoke County,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05085,,,"Lonoke County, Arkansas",36.2,35.1,36.8,"Lonoke County, Arkansas",0.3,0.3,0.3
G0500870,2015-2019,AR,,,Arkansas,5,Madison County,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05087,,,"Madison County, Arkansas",42.7,42.1,43.8,"Madison County, Arkansas",0.9,1.7,1.3
G0500890,2015-2019,AR,,,Arkansas,5,Marion County,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05089,,,"Marion County, Arkansas",52.2,51.4,52.7,"Marion County, Arkansas",0.5,1.2,0.6
G0500910,2015-2019,AR,,,Arkansas,5,Miller County,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05091,,,"Miller County, Arkansas",39.5,36.8,40.8,"Miller County, Arkansas",0.9,1,0.6
G0500930,2015-2019,AR,,,Arkansas,5,Mississippi County,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05093,,,"Mississippi County, Arkansas",36.6,34.7,38.3,"Mississippi County, Arkansas",0.4,0.3,0.6
G0500950,2015-2019,AR,,,Arkansas,5,Monroe County,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05095,,,"Monroe County, Arkansas",47.3,46.7,47.6,"Monroe County, Arkansas",1,3.1,0.9
G0500970,2015-2019,AR,,,Arkansas,5,Montgomery County,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05097,,,"Montgomery County, Arkansas",50.4,48.9,51.4,"Montgomery County, Arkansas",0.8,1.7,1.3
G0500990,2015-2019,AR,,,Arkansas,5,Nevada County,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05099,,,"Nevada County, Arkansas",44.3,37.2,45.9,"Nevada County, Arkansas",2.3,5.4,1.4
G0501010,2015-2019,AR,,,Arkansas,5,Newton County,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05101,,,"Newton County, Arkansas",49,48.7,49.2,"Newton County, Arkansas",0.6,0.9,0.9
G0501030,2015-2019,AR,,,Arkansas,5,Ouachita County,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05103,,,"Ouachita County, Arkansas",43,40.1,45.1,"Ouachita County, Arkansas",0.8,0.8,1.2
G0501050,2015-2019,AR,,,Arkansas,5,Perry County,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05105,,,"Perry County, Arkansas",43.7,42.9,44.1,"Perry County, Arkansas",0.6,1.8,0.7
G0501070,2015-2019,AR,,,Arkansas,5,Phillips County,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05107,,,"Phillips County, Arkansas",38.9,36.5,40.5,"Phillips County, Arkansas",0.7,1.6,1.6
G0501090,2015-2019,AR,,,Arkansas,5,Pike County,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05109,,,"Pike County, Arkansas",43.1,42.6,43.8,"Pike County, Arkansas",0.7,0.9,1
G0501110,2015-2019,AR,,,Arkansas,5,Poinsett County,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05111,,,"Poinsett County, Arkansas",40.1,38.9,41.4,"Poinsett County, Arkansas",0.6,0.7,0.8
G0501130,2015-2019,AR,,,Arkansas,5,Polk County,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05113,,,"Polk County, Arkansas",43.9,43.1,44.7,"Polk County, Arkansas",0.5,0.7,0.4
G0501150,2015-2019,AR,,,Arkansas,5,Pope County,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05115,,,"Pope County, Arkansas",35.3,34.6,36,"Pope County, Arkansas",0.4,0.6,0.8
G0501170,2015-2019,AR,,,Arkansas,5,Prairie County,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05117,,,"Prairie County, Arkansas",47.2,44.8,48.6,"Prairie County, Arkansas",1.2,0.6,0.6
G0501190,2015-2019,AR,,,Arkansas,5,Pulaski County,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05119,,,"Pulaski County, Arkansas",37.2,35.7,38.8,"Pulaski County, Arkansas",0.2,0.2,0.3
G0501210,2015-2019,AR,,,Arkansas,5,Randolph County,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05121,,,"Randolph County, Arkansas",41.1,38.6,43,"Randolph County, Arkansas",0.7,1.5,1.7
G0501230,2015-2019,AR,,,Arkansas,5,St. Francis County,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05123,,,"St. Francis County, Arkansas",38.8,38,41,"St. Francis County, Arkansas",0.8,1,1.3
G0501250,2015-2019,AR,,,Arkansas,5,Saline County,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05125,,,"Saline County, Arkansas",39.6,38.9,40.4,"Saline County, Arkansas",0.5,0.4,0.3
G0501270,2015-2019,AR,,,Arkansas,5,Scott County,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05127,,,"Scott County, Arkansas",40.7,37.7,43.9,"Scott County, Arkansas",1,4.1,2.2
G0501290,2015-2019,AR,,,Arkansas,5,Searcy County,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05129,,,"Searcy County, Arkansas",47.9,47.2,48.4,"Searcy County, Arkansas",1.1,1.2,0.6
G0501310,2015-2019,AR,,,Arkansas,5,Sebastian County,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05131,,,"Sebastian County, Arkansas",37.6,36.6,39.2,"Sebastian County, Arkansas",0.3,0.5,0.5
G0501330,2015-2019,AR,,,Arkansas,5,Sevier County,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05133,,,"Sevier County, Arkansas",35.3,34.4,36.3,"Sevier County, Arkansas",0.7,1.2,1
G0501350,2015-2019,AR,,,Arkansas,5,Sharp County,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05135,,,"Sharp County, Arkansas",47.6,46.6,48.6,"Sharp County, Arkansas",0.7,0.7,0.7
G0501370,2015-2019,AR,,,Arkansas,5,Stone County,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05137,,,"Stone County, Arkansas",50.1,48.6,53,"Stone County, Arkansas",0.7,1.9,1.9
G0501390,2015-2019,AR,,,Arkansas,5,Union County,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05139,,,"Union County, Arkansas",40.3,39.1,41.6,"Union County, Arkansas",0.5,0.7,0.7
G0501410,2015-2019,AR,,,Arkansas,5,Van Buren County,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05141,,,"Van Buren County, Arkansas",48,46.8,50.1,"Van Buren County, Arkansas",0.6,0.7,1
G0501430,2015-2019,AR,,,Arkansas,5,Washington County,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05143,,,"Washington County, Arkansas",32,31.1,32.9,"Washington County, Arkansas",0.2,0.2,0.3
G0501450,2015-2019,AR,,,Arkansas,5,White County,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05145,,,"White County, Arkansas",36.9,36.2,37.8,"White County, Arkansas",0.4,0.4,0.7
G0501470,2015-2019,AR,,,Arkansas,5,Woodruff County,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05147,,,"Woodruff County, Arkansas",45.5,45.7,45.4,"Woodruff County, Arkansas",0.7,1,1.4
G0501490,2015-2019,AR,,,Arkansas,5,Yell County,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05149,,,"Yell County, Arkansas",40.3,39,41.8,"Yell County, Arkansas",1,0.8,1.2
G0600010,2015-2019,CA,,,California,6,Alameda County,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06001,,,"Alameda County, California",37.6,36.7,38.5,"Alameda County, California",0.1,0.1,0.1
G0600030,2015-2019,CA,,,California,6,Alpine County,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06003,,,"Alpine County, California",52.2,52.4,50.5,"Alpine County, California",8.8,6.8,14.7
G0600050,2015-2019,CA,,,California,6,Amador County,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06005,,,"Amador County, California",50.5,48.2,53.9,"Amador County, California",0.4,0.7,0.6
G0600070,2015-2019,CA,,,California,6,Butte County,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06007,,,"Butte County, California",37.1,35.6,38.5,"Butte County, California",0.2,0.1,0.3
G0600090,2015-2019,CA,,,California,6,Calaveras County,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06009,,,"Calaveras County, California",52,51,53.2,"Calaveras County, California",0.6,0.7,0.6
G0600110,2015-2019,CA,,,California,6,Colusa County,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06011,,,"Colusa County, California",35.3,34.3,36.3,"Colusa County, California",0.4,0.7,0.4
G0600130,2015-2019,CA,,,California,6,Contra Costa County,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06013,,,"Contra Costa County, California",39.7,38.3,40.9,"Contra Costa County, California",0.1,0.2,0.1
G0600150,2015-2019,CA,,,California,6,Del Norte County,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06015,,,"Del Norte County, California",39.5,38.2,41.9,"Del Norte County, California",1.1,0.7,1.7
G0600170,2015-2019,CA,,,California,6,El Dorado County,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06017,,,"El Dorado County, California",45.9,45.1,47,"El Dorado County, California",0.1,0.1,0.2
G0600190,2015-2019,CA,,,California,6,Fresno County,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06019,,,"Fresno County, California",32.2,31.3,33.1,"Fresno County, California",0.1,0.2,0.2
G0600210,2015-2019,CA,,,California,6,Glenn County,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06021,,,"Glenn County, California",36.4,35.2,37.5,"Glenn County, California",0.7,0.3,0.6
G0600230,2015-2019,CA,,,California,6,Humboldt County,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06023,,,"Humboldt County, California",38.4,38,39,"Humboldt County, California",0.3,0.4,0.5
G0600250,2015-2019,CA,,,California,6,Imperial County,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06025,,,"Imperial County, California",32.4,31.5,33.5,"Imperial County, California",0.2,0.3,0.3
G0600270,2015-2019,CA,,,California,6,Inyo County,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06027,,,"Inyo County, California",45.8,45.4,46.1,"Inyo County, California",0.5,0.7,0.8
G0600290,2015-2019,CA,,,California,6,Kern County,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06029,,,"Kern County, California",31.6,31.1,32.2,"Kern County, California",0.2,0.2,0.2
G0600310,2015-2019,CA,,,California,6,Kings County,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06031,,,"Kings County, California",31.8,32,31.3,"Kings County, California",0.2,0.3,0.3
G0600330,2015-2019,CA,,,California,6,Lake County,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06033,,,"Lake County, California",45.6,44.4,47.3,"Lake County, California",0.3,0.5,0.4
G0600350,2015-2019,CA,,,California,6,Lassen County,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06035,,,"Lassen County, California",36.6,34.4,45.5,"Lassen County, California",0.5,0.5,0.9
G0600370,2015-2019,CA,,,California,6,Los Angeles County,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06037,,,"Los Angeles County, California",36.5,35.4,37.7,"Los Angeles County, California",0.1,0.1,0.1
G0600390,2015-2019,CA,,,California,6,Madera County,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06039,,,"Madera County, California",34.1,33,35,"Madera County, California",0.2,0.4,0.3
G0600410,2015-2019,CA,,,California,6,Marin County,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06041,,,"Marin County, California",46.8,45.3,48.3,"Marin County, California",0.1,0.2,0.2
G0600430,2015-2019,CA,,,California,6,Mariposa County,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06043,,,"Mariposa County, California",51.7,51.1,52.6,"Mariposa County, California",0.6,0.9,1.3
G0600450,2015-2019,CA,,,California,6,Mendocino County,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06045,,,"Mendocino County, California",43.1,41.8,44.7,"Mendocino County, California",0.3,0.7,0.4
G0600470,2015-2019,CA,,,California,6,Merced County,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06047,,,"Merced County, California",31.1,30.3,31.8,"Merced County, California",0.1,0.1,0.2
G0600490,2015-2019,CA,,,California,6,Modoc County,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06049,,,"Modoc County, California",47.8,46.5,49.8,"Modoc County, California",2.3,0.7,2.8
G0600510,2015-2019,CA,,,California,6,Mono County,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06051,,,"Mono County, California",37.7,37.2,40.6,"Mono County, California",1.3,3.6,4.5
G0600530,2015-2019,CA,,,California,6,Monterey County,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06053,,,"Monterey County, California",34.4,33.8,35,"Monterey County, California",0.1,0.1,0.1
G0600550,2015-2019,CA,,,California,6,Napa County,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06055,,,"Napa County, California",41.3,40.2,42.7,"Napa County, California",0.4,0.4,0.4
G0600570,2015-2019,CA,,,California,6,Nevada County,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06057,,,"Nevada County, California",50.5,48.4,52.5,"Nevada County, California",0.2,0.4,0.4
G0600590,2015-2019,CA,,,California,6,Orange County,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06059,,,"Orange County, California",38.1,36.7,39.3,"Orange County, California",0.2,0.1,0.2
G0600610,2015-2019,CA,,,California,6,Placer County,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06061,,,"Placer County, California",42,40.8,43.3,"Placer County, California",0.2,0.2,0.2
G0600630,2015-2019,CA,,,California,6,Plumas County,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06063,,,"Plumas County, California",52.3,52.4,52.2,"Plumas County, California",0.5,0.8,0.7
G0600650,2015-2019,CA,,,California,6,Riverside County,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06065,,,"Riverside County, California",35.6,34.7,36.5,"Riverside County, California",0.1,0.1,0.1
G0600670,2015-2019,CA,,,California,6,Sacramento County,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06067,,,"Sacramento County, California",36.2,35,37.5,"Sacramento County, California",0.1,0.1,0.2
G0600690,2015-2019,CA,,,California,6,San Benito County,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06069,,,"San Benito County, California",35.7,35.2,36.6,"San Benito County, California",0.2,0.1,0.4
G0600710,2015-2019,CA,,,California,6,San Bernardino County,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06071,,,"San Bernardino County, California",33.3,32.3,34.5,"San Bernardino County, California",0.2,0.1,0.1
G0600730,2015-2019,CA,,,California,6,San Diego County,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06073,,,"San Diego County, California",35.8,34.6,37.3,"San Diego County, California",0.1,0.1,0.1
G0600750,2015-2019,CA,,,California,6,San Francisco County,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06075,,,"San Francisco County, California",38.2,37.9,38.6,"San Francisco County, California",0.1,0.1,0.2
G0600770,2015-2019,CA,,,California,6,San Joaquin County,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06077,,,"San Joaquin County, California",34.3,33.3,35.5,"San Joaquin County, California",0.1,0.2,0.2
G0600790,2015-2019,CA,,,California,6,San Luis Obispo County,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06079,,,"San Luis Obispo County, California",39.2,37.6,41.4,"San Luis Obispo County, California",0.3,0.2,0.3
G0600810,2015-2019,CA,,,California,6,San Mateo County,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06081,,,"San Mateo County, California",39.7,38.4,41.1,"San Mateo County, California",0.2,0.2,0.2
G0600830,2015-2019,CA,,,California,6,Santa Barbara County,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06083,,,"Santa Barbara County, California",33.8,32.8,34.9,"Santa Barbara County, California",0.1,0.2,0.1
G0600850,2015-2019,CA,,,California,6,Santa Clara County,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06085,,,"Santa Clara County, California",37.1,36,38.3,"Santa Clara County, California",0.1,0.1,0.2
G0600870,2015-2019,CA,,,California,6,Santa Cruz County,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06087,,,"Santa Cruz County, California",37.8,36.9,39,"Santa Cruz County, California",0.2,0.3,0.3
G0600890,2015-2019,CA,,,California,6,Shasta County,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06089,,,"Shasta County, California",41.5,39.5,43.7,"Shasta County, California",0.4,0.4,0.3
G0600910,2015-2019,CA,,,California,6,Sierra County,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06091,,,"Sierra County, California",54.8,54.2,55.6,"Sierra County, California",1.4,6.9,2
