Month,years.effective,sales.tax.rate,city,year,local.sales.tax.revenue,County,countyfp,Dem_RUCA,Dem_Desc,edr,planning.region,mif
March,2004-2020,0.05,New Ulm,2007,58531.13,Brown,015,B,Town/rural mix,EDR 9 - South Central,Southwest,SE
April,2004-2020,0.05,New Ulm,2007,67750.55,Brown,015,B,Town/rural mix,EDR 9 - South Central,Southwest,SE
May,2004-2020,0.05,New Ulm,2007,62575.61,Brown,015,B,Town/rural mix,EDR 9 - South Central,Southwest,SE
June,2004-2020,0.05,New Ulm,2007,75972.58,Brown,015,B,Town/rural mix,EDR 9 - South Central,Southwest,SE
July,2004-2020,0.05,New Ulm,2007,72750.53,Brown,015,B,Town/rural mix,EDR 9 - South Central,Southwest,SE
August,2004-2020,0.05,New Ulm,2007,74172.509999999995,Brown,015,B,Town/rural mix,EDR 9 - South Central,Southwest,SE
September,2004-2020,0.05,New Ulm,2007,71503,Brown,015,B,Town/rural mix,EDR 9 - South Central,Southwest,SE
October,2004-2020,0.05,New Ulm,2007,77703.27,Brown,015,B,Town/rural mix,EDR 9 - South Central,Southwest,SE
November,2004-2020,0.05,New Ulm,2007,68645.240000000005,Brown,015,B,Town/rural mix,EDR 9 - South Central,Southwest,SE
December,2004-2020,0.05,New Ulm,2007,71719.210000000006,Brown,015,B,Town/rural mix,EDR 9 - South Central,Southwest,SE
Total,2004-2020,0.05,New Ulm,2007,845935.09,Brown,015,B,Town/rural mix,EDR 9 - South Central,Southwest,SE
January,2004-2020,0.05,North Mankato,2007,-,Nicollet,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
February,2004-2020,0.05,North Mankato,2007,-,Nicollet,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
March,2004-2020,0.05,North Mankato,2007,-,Nicollet,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
April,2004-2020,0.05,North Mankato,2007,-,Nicollet,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
May,2004-2020,0.05,North Mankato,2007,-,Nicollet,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
June,2004-2020,0.05,North Mankato,2007,-,Nicollet,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
July,2004-2020,0.05,North Mankato,2007,-,Nicollet,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
August,2004-2020,0.05,North Mankato,2007,-,Nicollet,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
September,2004-2020,0.05,North Mankato,2007,-,Nicollet,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
October,2004-2020,0.05,North Mankato,2007,-,Nicollet,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
November,2004-2020,0.05,North Mankato,2007,-,Nicollet,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
December,2004-2020,0.05,North Mankato,2007,-,Nicollet,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
Total,2004-2020,0.05,North Mankato,2007,-,Nicollet,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
January,2004-2020,0.05,Owatonna,2007,-,Steele,147,B,Town/rural mix,EDR 10 - Southeast,Southeast,SE
February,2004-2020,0.05,Owatonna,2007,-,Steele,147,B,Town/rural mix,EDR 10 - Southeast,Southeast,SE
March,2004-2020,0.05,Owatonna,2007,-,Steele,147,B,Town/rural mix,EDR 10 - Southeast,Southeast,SE
April,2004-2020,0.05,Owatonna,2007,214,Steele,147,B,Town/rural mix,EDR 10 - Southeast,Southeast,SE
May,2004-2020,0.05,Owatonna,2007,120682,Steele,147,B,Town/rural mix,EDR 10 - Southeast,Southeast,SE
June,2004-2020,0.05,Owatonna,2007,150864,Steele,147,B,Town/rural mix,EDR 10 - Southeast,Southeast,SE
July,2004-2020,0.05,Owatonna,2007,165548,Steele,147,B,Town/rural mix,EDR 10 - Southeast,Southeast,SE
August,2004-2020,0.05,Owatonna,2007,150027.82999999999,Steele,147,B,Town/rural mix,EDR 10 - Southeast,Southeast,SE
September,2004-2020,0.05,Owatonna,2007,147945.78,Steele,147,B,Town/rural mix,EDR 10 - Southeast,Southeast,SE
October,2004-2020,0.05,Owatonna,2007,140609.98000000001,Steele,147,B,Town/rural mix,EDR 10 - Southeast,Southeast,SE
November,2004-2020,0.05,Owatonna,2007,142654,Steele,147,B,Town/rural mix,EDR 10 - Southeast,Southeast,SE
December,2004-2020,0.05,Owatonna,2007,138713.01,Steele,147,B,Town/rural mix,EDR 10 - Southeast,Southeast,SE
Total,2004-2020,0.05,Owatonna,2007,1157258.6000000001,Steele,147,B,Town/rural mix,EDR 10 - Southeast,Southeast,SE
January,2004-2020,0.05,Perham,2007,-,Otter Tail,111,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
February,2004-2020,0.05,Perham,2007,-,Otter Tail,111,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
March,2004-2020,0.05,Perham,2007,-,Otter Tail,111,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
April,2004-2020,0.05,Perham,2007,-,Otter Tail,111,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
May,2004-2020,0.05,Perham,2007,-,Otter Tail,111,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
June,2004-2020,0.05,Perham,2007,-,Otter Tail,111,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
July,2004-2020,0.05,Perham,2007,-,Otter Tail,111,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
August,2004-2020,0.05,Perham,2007,-,Otter Tail,111,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
September,2004-2020,0.05,Perham,2007,-,Otter Tail,111,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
October,2004-2020,0.05,Perham,2007,-,Otter Tail,111,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
November,2004-2020,0.05,Perham,2007,-,Otter Tail,111,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
December,2004-2020,0.05,Perham,2007,-,Otter Tail,111,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
Total,2004-2020,0.05,Perham,2007,-,Otter Tail,111,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
January,2004-2020,.05-.1,Proctor,2007,10406,St. Louis,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
February,2004-2020,.05-.1,Proctor,2007,8321,St. Louis,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
March,2004-2020,.05-.1,Proctor,2007,7490,St. Louis,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
April,2004-2020,.05-.1,Proctor,2007,8457.2900000000009,St. Louis,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
May,2004-2020,.05-.1,Proctor,2007,7336.17,St. Louis,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
June,2004-2020,.05-.1,Proctor,2007,9579,St. Louis,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
July,2004-2020,.05-.1,Proctor,2007,8751,St. Louis,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
August,2004-2020,.05-.1,Proctor,2007,10920.41,St. Louis,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
September,2004-2020,.05-.1,Proctor,2007,12388.07,St. Louis,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
October,2004-2020,.05-.1,Proctor,2007,10305,St. Louis,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
November,2004-2020,.05-.1,Proctor,2007,9273,St. Louis,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
December,2004-2020,.05-.1,Proctor,2007,8350.7000000000007,St. Louis,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
Total,2004-2020,.05-.1,Proctor,2007,111577.64,St. Louis,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
January,2004-2020,.05-.075,Rochester,2007,835614.07,Olmsted,109,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
February,2004-2020,.05-.075,Rochester,2007,630078.56000000006,Olmsted,109,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
March,2004-2020,.05-.075,Rochester,2007,598668.78,Olmsted,109,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
April,2004-2020,.05-.075,Rochester,2007,729713.34,Olmsted,109,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
May,2004-2020,.05-.075,Rochester,2007,675065.65,Olmsted,109,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
June,2004-2020,.05-.075,Rochester,2007,752727.93,Olmsted,109,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
July,2004-2020,.05-.075,Rochester,2007,655332.62,Olmsted,109,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
August,2004-2020,.05-.075,Rochester,2007,880234.27,Olmsted,109,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
September,2004-2020,.05-.075,Rochester,2007,742938.1,Olmsted,109,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
October,2004-2020,.05-.075,Rochester,2007,737353.71,Olmsted,109,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
November,2004-2020,.05-.075,Rochester,2007,720871.29,Olmsted,109,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
December,2004-2020,.05-.075,Rochester,2007,741752.58,Olmsted,109,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
Total,2004-2020,.05-.075,Rochester,2007,8700350.9000000004,Olmsted,109,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
January,2004-2020,0.025,Rogers,2007,-,Hennepin,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
February,2004-2020,0.025,Rogers,2007,-,Hennepin,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
March,2004-2020,0.025,Rogers,2007,-,Hennepin,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
April,2004-2020,0.025,Rogers,2007,-,Hennepin,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
May,2004-2020,0.025,Rogers,2007,-,Hennepin,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
June,2004-2020,0.025,Rogers,2007,-,Hennepin,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
July,2004-2020,0.025,Rogers,2007,-,Hennepin,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
August,2004-2020,0.025,Rogers,2007,-,Hennepin,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
September,2004-2020,0.025,Rogers,2007,-,Hennepin,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
October,2004-2020,0.025,Rogers,2007,-,Hennepin,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
November,2004-2020,0.025,Rogers,2007,-,Hennepin,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
December,2004-2020,0.025,Rogers,2007,-,Hennepin,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
Total,2004-2020,0.025,Rogers,2007,-,Hennepin,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
January,2004-2020,0.05,Sauk Centre,2007,-,Stearns,145,C,Urban/town/rural mix,EDR 7W- Central,Central,EC
February,2004-2020,0.05,Sauk Centre,2007,-,Stearns,145,C,Urban/town/rural mix,EDR 7W- Central,Central,EC
March,2004-2020,0.05,Sauk Centre,2007,-,Stearns,145,C,Urban/town/rural mix,EDR 7W- Central,Central,EC
April,2004-2020,0.05,Sauk Centre,2007,-,Stearns,145,C,Urban/town/rural mix,EDR 7W- Central,Central,EC
May,2004-2020,0.05,Sauk Centre,2007,-,Stearns,145,C,Urban/town/rural mix,EDR 7W- Central,Central,EC
June,2004-2020,0.05,Sauk Centre,2007,-,Stearns,145,C,Urban/town/rural mix,EDR 7W- Central,Central,EC
July,2004-2020,0.05,Sauk Centre,2007,-,Stearns,145,C,Urban/town/rural mix,EDR 7W- Central,Central,EC
August,2004-2020,0.05,Sauk Centre,2007,-,Stearns,145,C,Urban/town/rural mix,EDR 7W- Central,Central,EC
September,2004-2020,0.05,Sauk Centre,2007,-,Stearns,145,C,Urban/town/rural mix,EDR 7W- Central,Central,EC
October,2004-2020,0.05,Sauk Centre,2007,-,Stearns,145,C,Urban/town/rural mix,EDR 7W- Central,Central,EC
November,2004-2020,0.05,Sauk Centre,2007,-,Stearns,145,C,Urban/town/rural mix,EDR 7W- Central,Central,EC
December,2004-2020,0.05,Sauk Centre,2007,-,Stearns,145,C,Urban/town/rural mix,EDR 7W- Central,Central,EC
Total,2004-2020,0.05,Sauk Centre,2007,-,Stearns,145,C,Urban/town/rural mix,EDR 7W- Central,Central,EC
January,2004-2020,0.05,Scanlon,2007,-,Carlton,017,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
February,2004-2020,0.05,Scanlon,2007,-,Carlton,017,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
March,2004-2020,0.05,Scanlon,2007,-,Carlton,017,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
April,2004-2020,0.05,Scanlon,2007,-,Carlton,017,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
May,2004-2020,0.05,Scanlon,2007,-,Carlton,017,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
June,2004-2020,0.05,Scanlon,2007,-,Carlton,017,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
July,2004-2020,0.05,Scanlon,2007,-,Carlton,017,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
August,2004-2020,0.05,Scanlon,2007,-,Carlton,017,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
September,2004-2020,0.05,Scanlon,2007,-,Carlton,017,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
October,2004-2020,0.05,Scanlon,2007,-,Carlton,017,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
November,2004-2020,0.05,Scanlon,2007,-,Carlton,017,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
December,2004-2020,0.05,Scanlon,2007,-,Carlton,017,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
Total,2004-2020,0.05,Scanlon,2007,-,Carlton,017,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
January,2004-2020,0.05,Spicer,2007,-,Kandiyohi,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,SW
February,2004-2020,0.05,Spicer,2007,-,Kandiyohi,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,SW
March,2004-2020,0.05,Spicer,2007,-,Kandiyohi,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,SW
April,2004-2020,0.05,Spicer,2007,-,Kandiyohi,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,SW
May,2004-2020,0.05,Spicer,2007,-,Kandiyohi,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,SW
June,2004-2020,0.05,Spicer,2007,-,Kandiyohi,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,SW
July,2004-2020,0.05,Spicer,2007,-,Kandiyohi,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,SW
August,2004-2020,0.05,Spicer,2007,-,Kandiyohi,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,SW
September,2004-2020,0.05,Spicer,2007,-,Kandiyohi,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,SW
October,2004-2020,0.05,Spicer,2007,-,Kandiyohi,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,SW
November,2004-2020,0.05,Spicer,2007,-,Kandiyohi,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,SW
December,2004-2020,0.05,Spicer,2007,-,Kandiyohi,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,SW
Total,2004-2020,0.05,Spicer,2007,-,Kandiyohi,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,SW
January,2004-2020,0.05,St. Cloud Area,2007,846078.51,Stearns,145,C,Urban/town/rural mix,EDR 7W- Central,Central,EC
February,2004-2020,0.05,St. Cloud Area,2007,582430.51,Stearns,145,C,Urban/town/rural mix,EDR 7W- Central,Central,EC
March,2004-2020,0.05,St. Cloud Area,2007,565308.59,Stearns,145,C,Urban/town/rural mix,EDR 7W- Central,Central,EC
April,2004-2020,0.05,St. Cloud Area,2007,656743.29,Stearns,145,C,Urban/town/rural mix,EDR 7W- Central,Central,EC
May,2004-2020,0.05,St. Cloud Area,2007,626111.97,Stearns,145,C,Urban/town/rural mix,EDR 7W- Central,Central,EC
June,2004-2020,0.05,St. Cloud Area,2007,664963.68000000005,Stearns,145,C,Urban/town/rural mix,EDR 7W- Central,Central,EC
July,2004-2020,0.05,St. Cloud Area,2007,610488.68999999994,Stearns,145,C,Urban/town/rural mix,EDR 7W- Central,Central,EC
August,2004-2020,0.05,St. Cloud Area,2007,744404.47,Stearns,145,C,Urban/town/rural mix,EDR 7W- Central,Central,EC
September,2004-2020,0.05,St. Cloud Area,2007,688720.31,Stearns,145,C,Urban/town/rural mix,EDR 7W- Central,Central,EC
October,2004-2020,0.05,St. Cloud Area,2007,674617.35,Stearns,145,C,Urban/town/rural mix,EDR 7W- Central,Central,EC
November,2004-2020,0.05,St. Cloud Area,2007,655533.61,Stearns,145,C,Urban/town/rural mix,EDR 7W- Central,Central,EC
December,2004-2020,0.05,St. Cloud Area,2007,759344.88,Stearns,145,C,Urban/town/rural mix,EDR 7W- Central,Central,EC
Total,2004-2020,0.05,St. Cloud Area,2007,8074745.8599999994,Stearns,145,C,Urban/town/rural mix,EDR 7W- Central,Central,EC
January,2004-2020,0.05,St. Paul,2007,1377278.68,Ramsey,123,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
February,2004-2020,0.05,St. Paul,2007,1129705.57,Ramsey,123,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
March,2004-2020,0.05,St. Paul,2007,1021687.68,Ramsey,123,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
April,2004-2020,0.05,St. Paul,2007,1275167.55,Ramsey,123,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
May,2004-2020,0.05,St. Paul,2007,1113107.94,Ramsey,123,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
June,2004-2020,0.05,St. Paul,2007,1187403.23,Ramsey,123,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
July,2004-2020,0.05,St. Paul,2007,1025956.5,Ramsey,123,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
August,2004-2020,0.05,St. Paul,2007,1376431.45,Ramsey,123,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
September,2004-2020,0.05,St. Paul,2007,1183749.5900000001,Ramsey,123,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
October,2004-2020,0.05,St. Paul,2007,1204337.24,Ramsey,123,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
November,2004-2020,0.05,St. Paul,2007,1197971.81,Ramsey,123,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
December,2004-2020,0.05,St. Paul,2007,1131562.45,Ramsey,123,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
Total,2004-2020,0.05,St. Paul,2007,14224359.689999999,Ramsey,123,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
January,2004-2020,0.05,Two Harbors,2007,18855.29,Lake,075,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE
February,2004-2020,0.05,Two Harbors,2007,15605,Lake,075,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE
March,2004-2020,0.05,Two Harbors,2007,15366.58,Lake,075,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE
April,2004-2020,0.05,Two Harbors,2007,17715,Lake,075,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE
May,2004-2020,0.05,Two Harbors,2007,15668.18,Lake,075,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE
June,2004-2020,0.05,Two Harbors,2007,19671.09,Lake,075,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE
July,2004-2020,0.05,Two Harbors,2007,20638.650000000001,Lake,075,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE
August,2004-2020,0.05,Two Harbors,2007,22010.68,Lake,075,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE
September,2004-2020,0.05,Two Harbors,2007,24375.1,Lake,075,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE
October,2004-2020,0.05,Two Harbors,2007,21124.11,Lake,075,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE
November,2004-2020,0.05,Two Harbors,2007,18023,Lake,075,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE
December,2004-2020,0.05,Two Harbors,2007,19563.96,Lake,075,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE
Total,2004-2020,0.05,Two Harbors,2007,228616.63999999998,Lake,075,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE
January,2004-2020,0.1,Virginia,2007,-,St. Louis,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
February,2004-2020,0.1,Virginia,2007,-,St. Louis,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
March,2004-2020,0.1,Virginia,2007,-,St. Louis,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
April,2004-2020,0.1,Virginia,2007,-,St. Louis,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
May,2004-2020,0.1,Virginia,2007,-,St. Louis,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
June,2004-2020,0.1,Virginia,2007,-,St. Louis,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
July,2004-2020,0.1,Virginia,2007,-,St. Louis,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
August,2004-2020,0.1,Virginia,2007,-,St. Louis,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
September,2004-2020,0.1,Virginia,2007,-,St. Louis,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
October,2004-2020,0.1,Virginia,2007,-,St. Louis,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
November,2004-2020,0.1,Virginia,2007,-,St. Louis,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
December,2004-2020,0.1,Virginia,2007,-,St. Louis,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
Total,2004-2020,0.1,Virginia,2007,-,St. Louis,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
January,2004-2020,0.15,Walker,2007,-,Cass,021,B,Town/rural mix,EDR 5 - North Central,Northwest,EC
February,2004-2020,0.15,Walker,2007,-,Cass,021,B,Town/rural mix,EDR 5 - North Central,Northwest,EC
March,2004-2020,0.15,Walker,2007,-,Cass,021,B,Town/rural mix,EDR 5 - North Central,Northwest,EC
April,2004-2020,0.15,Walker,2007,-,Cass,021,B,Town/rural mix,EDR 5 - North Central,Northwest,EC
May,2004-2020,0.15,Walker,2007,-,Cass,021,B,Town/rural mix,EDR 5 - North Central,Northwest,EC
June,2004-2020,0.15,Walker,2007,-,Cass,021,B,Town/rural mix,EDR 5 - North Central,Northwest,EC
July,2004-2020,0.15,Walker,2007,-,Cass,021,B,Town/rural mix,EDR 5 - North Central,Northwest,EC
August,2004-2020,0.15,Walker,2007,-,Cass,021,B,Town/rural mix,EDR 5 - North Central,Northwest,EC
September,2004-2020,0.15,Walker,2007,-,Cass,021,B,Town/rural mix,EDR 5 - North Central,Northwest,EC
October,2004-2020,0.15,Walker,2007,-,Cass,021,B,Town/rural mix,EDR 5 - North Central,Northwest,EC
November,2004-2020,0.15,Walker,2007,-,Cass,021,B,Town/rural mix,EDR 5 - North Central,Northwest,EC
